jp,1000003,2020-02-04 15:00:00,毎日劇場,"<align=""center""><span size=""32"">『今日は何の日？』</span></align><:dt_title_end/><:th_ch0009/>エマ。今日、誕生日でしょ？　おめでとう<:dt_line_end/><:th_ch0208/>わあ、ありがとう、にこちゃん！<:dt_line_end/><:th_ch0009/>誕生日ってことで、これから頑張りたいことを聞かせなさいよ<:dt_line_end/><:th_ch0208/>えっと……みんなに癒しを届ける、すてきなスクールアイドルになりたいな<:dt_line_end/><:th_ch0009/>なるほどね。ってことは、にこみたいなスクールアイドルになりたいのね！<:dt_line_end/><:th_ch0208/>ふふっ。にこちゃんは憧れのスクールアイドルだよ～<:dt_line_end/><:th_ch0208/>あ！<:dt_line_end/><:th_ch0009/>なによ？<:dt_line_end/><:th_ch0208/>今日はにがついつか……「に」と「ご」だから……今日は、にこちゃんの日でもあるね～！<:dt_line_end/><:th_ch0009/>そっ、そうね……！　エマ、なかなかやるじゃない！　クレープ食べに行きましょ。ご馳走してあげる！<:dt_line_end/>"
jp,1000004,2020-02-05 15:00:00,毎日劇場,"<align=""center""><span size=""32"">『準備はしっかりと』</span></align><:dt_title_end/><:th_ch0001/>うわ～～！　チョコがいっぱい～～！！<:dt_line_end/><:th_ch0104/>平日といっても、流石にチョコ売り場は混んでますわね……<:dt_line_end/><:th_ch0001/>そうかな？　去年、13日に来たときはもーっとすごかったよ？　ほんと、全然歩けないくらい！<:dt_line_end/><:th_ch0104/>そうだったのですね<:dt_line_end/><:th_ch0001/>それに、どのチョコもおいしそうで決められなくて！　だから今日はダイヤさんに相談しながら選びたいんだ～<:dt_line_end/><:th_ch0104/>お任せください……と言いたいところですが、そういうことならもっと下調べをすべきでした<:dt_line_end/><:th_ch0104/>いいですか、穂乃果さん。何事も、事前準備は大事です。来年は、どの会場にどんなお店があるのかを調べてから……<:dt_line_end/><:th_ch0001/>あー！　あのチョコおいしそう！　ダイヤさん、行こう！<:dt_line_end/><:th_ch0104/>ちょっと、穂乃果さん！！<:dt_line_end/>"
jp,1000005,2020-02-06 15:00:00,毎日劇場,"<align=""center""><span size=""32"">『寒いときには？』</span></align><:dt_title_end/><:th_ch0005/>はぁ～……毎日寒いにゃ……<:dt_line_end/><:th_ch0105/>ほんとだね～。ねえ凛ちゃん、あったかくなることしない？<:dt_line_end/><:th_ch0005/>じゃあおしくらまんじゅうするにゃ！！<:dt_line_end/><:th_ch0105/>確かに寒い時の定番だよねー。私も昔よく千歌ちゃんとやったなぁ<:dt_line_end/><:th_ch0105/>でも、昔から思ってたんだけどさ……実はおしくらまんじゅうって……あんまりあったくならない……<:dt_line_end/><:th_ch0005/>ええー！？　そうかにゃ！？　でも凛、お友達とぎゅーぎゅーするの好きだよ～！　だから！　曜さんともするにゃ！　ぎゅ～！！<:dt_line_end/><:th_ch0105/>わああ～！<:dt_line_end/>"
jp,1000006,2020-02-07 15:00:00,毎日劇場,"<align=""center""><span size=""32"">『ライブ直前！』</span></align><:dt_title_end/><:th_ch0102/>ライブ前って、どうしていつもドキドキするんだろう……<:dt_line_end/><:th_ch0106/>安心なさい。今日はヨハネの暗黒のつばっ……翼に包まれて眠るがいいわ……<:dt_line_end/><:th_ch0108/>あら～。大事なところを噛むなんて、善子も緊張してるのね<:dt_line_end/><:th_ch0106/>しっ、してない！　緊張なんてするわけないじゃない！<:dt_line_end/><:th_ch0102/>善子ちゃんも緊張してるんだね。よかったあ<:dt_line_end/><:th_ch0106/>だから！　してないってば！　あと善子じゃなくてヨハネ！<:dt_line_end/><:th_ch0108/>ふふっ。元気一杯ね。明日もその調子でお願いね<:dt_line_end/><:th_ch0106/>ふっふっふ。このヨハネのダークパワーについてこれるかしら……？<:dt_line_end/><:th_ch0102/>ダークパワーが出せるかどうかはわからないけど、明日は三人で頑張りましょう！<:dt_line_end/><:th_ch0108/>おー！<:dt_line_end/><:th_ch0106/>おー！<:dt_line_end/>"
jp,1000007,2020-02-08 15:00:00,毎日劇場,"<align=""center""><span size=""32"">『わくわく敵情視察！』</span></align><:dt_title_end/><:th_ch0004/>ついに「Guilty Kiss」のライブが始まりますね！<:dt_line_end/><:th_ch0004/>なんだか、ソワソワとワクワクが混ざって変な気持ちです<:dt_line_end/><:th_ch0204/>完全に楽しみに来てるみたいになってるけど……<:dt_line_end/><:th_ch0204/>海未ちゃん。私たち、敵情視察にきたってこと、忘れてない？<:dt_line_end/><:th_ch0004/>えっ……忘れてなど……いませんが？<:dt_line_end/><:th_ch0204/>うそ。絶対忘れてたでしょ<:dt_line_end/><:th_ch0004/>うう……でも、果林！　あなたこそ人のことを言えないのでは！？　その両手に持ったペンライト！　敵情視察ならオペラグラスでは？<:dt_line_end/><:th_ch0204/>えっ！？　そ、それもそうね……。でもまあ、最初は全体を見て学ぶわ。オペラグラスでじっくりは、その後からでも……<:dt_line_end/><:th_ch0004/>……確かに。そうですね。広く全体を見ることも大事です<:dt_line_end/><:th_ch0204/>引きで見るなら、オペラグラスを持たなくてもいいでしょ？<:dt_line_end/><:th_ch0004/>そうですね。じゃあ果林……私にもペンライト1本貸してください……！<:dt_line_end/>"
jp,1000008,2020-02-09 15:00:00,毎日劇場,"<align=""center""><span size=""32"">『そんなこと言わずに……ね！』</span></align><:dt_title_end/><:th_ch0003/>お誕生日おめでとう！　果南さん！<:dt_line_end/><:th_ch0103/>あ、ありがとう、ことりちゃん……。それで……。その、手に持っているひらひらのふわふわは、なに？<:dt_line_end/><:th_ch0003/>ふふ～。今日のお誕生日パーティで着てもらいたいお洋服♪ 千歌ちゃんにパーティのお話聞いたから、張り切って作っちゃった！<:dt_line_end/><:th_ch0103/>千歌～……。ことりちゃん、私衣装は別だけど、普段はあまりそういう可愛い洋服は着なくて……<:dt_line_end/><:th_ch0003/>わあ！　そんなこと聞いたら尚更楽しみ！<:dt_line_end/><:th_ch0003/>絶対果南さんに似合うように作ってあるの。だから着てみて！<:dt_line_end/><:th_ch0103/>そこまでことりちゃんが言ってくれるなら……分かった！　ことりちゃんを信じる！！<:dt_line_end/>"
jp,1000009,2020-02-10 15:00:00,毎日劇場,"<align=""center""><span size=""32"">『私も着てみたい！』</span></align><:dt_title_end/><:th_ch0202/>希先輩、希先輩！　ちょっと聞きたいことが……<:dt_line_end/><:th_ch0007/>なあに、かすみん？<:dt_line_end/><:th_ch0202/>巫女さんの衣装を着たかすみんって、どう思います……？<:dt_line_end/><:th_ch0007/>え？　いきなりどうしたん？　着てみたいの？<:dt_line_end/><:th_ch0202/>着せてもらえるんですかっ！？<:dt_line_end/><:th_ch0007/>わ、元気な声やね～。そんなに嬉しかったん？<:dt_line_end/><:th_ch0202/>そっ、そんなことないっ……こともないですけど……<:dt_line_end/><:th_ch0007/>うんうん！　希先輩がかわいく着せてあげよう～！<:dt_line_end/><:th_ch0202/>絶対絶対かわいく着せてくださいね！　まあ当然、巫女さんかすみんはかわいいにきまってるんですけど！<:dt_line_end/>"
jp,1000010,2020-02-11 15:00:00,毎日劇場,"<align=""center""><span size=""32"">『幸せの光景！』</span></align><:dt_title_end/><:th_ch0102/>絵里さん。私たち、じゃんけんに負けてこんな寒い中買い出しにきたのに、なんだか楽しそうな顔ですね<:dt_line_end/><:th_ch0002/>え？　そ、そう？　いつもと変わらないわよ？<:dt_line_end/><:th_ch0102/>そう？　勘違いかな？<:dt_line_end/><:th_ch0002/>あっ、これ……限定品かしら……。これも初めて見たわ。きっと今の時期だけね……<:dt_line_end/><:th_ch0102/>……絵里さんて、チョコ好き？<:dt_line_end/><:th_ch0002/>ええっ！？　いえ、特に好きってわけじゃ……その……<:dt_line_end/><:th_ch0102/>そんなに熱心に見てて好きじゃないとは言わないよね……<:dt_line_end/><:th_ch0002/>……実はそうなの。だからこの時期のお買い物は少しテンションが上がっちゃって……<:dt_line_end/><:th_ch0102/>いいんだよ、隠さなくても！　この時期は、コンビニもチョコ一色だもの。せっかくだから、みんなにも買って行こうよ<:dt_line_end/><:th_ch0002/>そ、それなら、オススメのものがあるの！　こっちよ、梨子！<:dt_line_end/><:th_ch0102/>ふふ、絵里さん、さっきよりずっと楽しそうな顔！<:dt_line_end/>"
jp,1000011,2020-02-12 15:00:00,毎日劇場,"<align=""center""><span size=""32"">『静かに流れる時間』</span></align><:dt_title_end/><:th_ch0203/>ふう……。とても素敵なお話だったよ、花丸さん！<:dt_line_end/><:th_ch0107/>でしょでしょ？　自信を持ってオススメできる本ずら！<:dt_line_end/><:th_ch0203/>本も素敵だし、この浦女の図書館もとってもいいね。すごく落ち着く。こういうところで読書ができるの、羨ましいよ。本からふと目を離したときに見る窓の外の風景がまた、趣があって……<:dt_line_end/><:th_ch0107/>えへへ～。そういってもらえると嬉しいずら♪ でも、それを言うなら、ニジガクの図書館だってすごいよ！　あんなにたくさんの本に囲まれる毎日……。夢のようずら～！<:dt_line_end/><:th_ch0203/>ふふ。じゃあ、次はうちの図書館で一緒に本を探そうよ<:dt_line_end/><:th_ch0107/>ほんと！？　嬉しいずらー！　約束だよ！<:dt_line_end/>"
jp,1000012,2020-02-13 15:00:00,毎日劇場,"<align=""center""><span size=""32"">『おなかいっぱ～い！』</span></align><:dt_title_end/><:th_ch0001/>おなかいっぱ～い！<:dt_line_end/><:th_ch0101/>チョコの食べ過ぎで鼻血がでちゃいそう～<:dt_line_end/><:th_ch0001/>あははっ、私も！<:dt_line_end/><:th_ch0101/>はっ！　そうだ！！<:dt_line_end/><:th_ch0001/>どうしたの、千歌ちゃん？<:dt_line_end/><:th_ch0101/>とっておき中のとっておきがあったんだ～。穂乃果ちゃん！　これ食べてほしいの！！<:dt_line_end/><:th_ch0001/>これって……<:dt_line_end/><:th_ch0101/>乾燥させてキャンディでコーティングしたドライみかんのチョコがけ！！<:dt_line_end/><:th_ch0001/>あ、なんかこういうのテレビで見たことある！<:dt_line_end/><:th_ch0101/>前、バレンタインチョコ売り場に行ったとき、オレンジとかレモンのチョコがけを見たの！　ってことは、みかんでもできるんじゃないかと思って！　だから梨子ちゃんと曜ちゃんと作ったんだ～。食べて食べて！<:dt_line_end/><:th_ch0001/>千歌ちゃんはほんとにみかんが好きだなあ……じゃあいただきまーす！　もぐもぐ……これ美味し――！！　おかわり――！！<:dt_line_end/>"
